,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
530,A-531,Source2,2,0.01,Accident on Smithville Rd at Linden Ave.,S Smithville Rd,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,56.7,23.36869565217391,51.0,30.14,10.0,SSW,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-08,07:29:19,2016-03-08,07:59:19,07:58:00
531,A-532,Source2,3,0.01,Accident on I-270 Outerbelt Northbound at Exit 37 OH-317 Hamilton Rd.,Outerbelt N,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,55.0,23.36869565217391,49.0,30.16,10.0,South,9.2,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,07:26:53,2016-03-08,07:56:53,07:51:00
532,A-533,Source2,3,0.01,Accident on I-71 Southbound at Exit 235 Bagley Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,53.1,23.36869565217391,50.0,30.12,10.0,South,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,07:46:55,2016-03-08,08:16:55,07:51:00
533,A-534,Source2,2,0.0,Accident on Huffman Ave at Gondert Ave.,Huffman Ave,Dayton,Montgomery,OH,45403-3018,US,US/Eastern,KFFO,56.7,23.36869565217391,51.0,30.14,10.0,SSW,13.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,08:09:53,2016-03-08,08:39:53,07:58:00
534,A-535,Source2,2,0.01,Accident on US-35 Eastbound at Smithville Rd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,61.2,23.36869565217391,46.0,30.15,10.0,SSW,18.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,09:20:23,2016-03-08,09:50:23,08:58:00
535,A-536,Source2,2,0.01,Accident on OH-132 State Route 132 at Elmwood Rd. Expect delays.,State Route 132,Batavia,Clermont,OH,45103-1228,US,US/Eastern,KI69,65.1,23.36869565217391,43.0,30.18,10.0,SSW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,10:36:45,2016-03-08,11:06:45,10:33:00
536,A-537,Source2,2,0.0,Accident on Innovation Dr Northbound at OH-741 Springboro Pike. Expect delays.,Innovation Dr,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,66.0,23.36869565217391,45.0,30.14,10.0,SW,16.1,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-08,10:37:41,2016-03-08,11:07:41,10:53:00
537,A-538,Source2,2,0.01,Accident on Mad River Rd at OH-725 Miamisburg Centerville Rd.,Miamisburg Centerville Rd,Dayton,Montgomery,OH,45459-3725,US,US/Eastern,KMGY,66.0,23.36869565217391,45.0,30.14,10.0,SW,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-08,10:39:09,2016-03-08,11:09:09,10:53:00
538,A-539,Source2,2,0.01,Accident on Gettysburg Ave at Hillcrest Ave. Expect delays.,N Gettysburg Ave,Dayton,Montgomery,OH,45406-1708,US,US/Eastern,KDAY,66.0,23.36869565217391,50.0,30.13,10.0,SW,19.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-08,10:55:29,2016-03-08,11:25:29,10:56:00
539,A-540,Source2,2,0.01,Accident on N Keowee St at Stanley Ave.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,70.2,23.36869565217391,43.0,30.13,10.0,SSW,18.4,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-08,12:14:36,2016-03-08,12:44:36,11:58:00
540,A-541,Source2,3,0.01,Restrictions due to accident on I-270 Outerbelt both ways at Exit 23 US-23 High St.,Outerbelt W,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,68.0,23.36869565217391,45.0,30.14,10.0,SSW,13.8,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,12:20:00,2016-03-08,13:25:00,11:53:00
541,A-542,Source2,2,0.01,Accident on Ludlow St at Franklin St.,Franklin St,Dayton,Montgomery,OH,45402-2633,US,US/Eastern,KFFO,71.6,23.36869565217391,41.0,30.06,10.0,South,18.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,13:19:16,2016-03-08,14:04:16,13:25:00
542,A-543,Source2,2,0.0,Accident on Neal Ave at Bellevue Ave.,Neal Ave,Dayton,Montgomery,OH,45406-5234,US,US/Eastern,KDAY,71.1,23.36869565217391,39.0,30.02,10.0,SSW,16.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,16:13:46,2016-03-08,17:13:46,15:56:00
543,A-544,Source2,2,0.01,Right lane blocked due to accident on OH-315 Olentangy Fwy Northbound near Cannon Dr.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,71.1,23.36869565217391,32.0,30.0,10.0,SSW,15.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,17:11:00,2016-03-08,21:00:00,16:53:00
544,A-545,Source2,2,0.01,Accident on Sawmill Rd Southbound at Summit View Rd.,Sawmill Rd,Dublin,Franklin,OH,43016-9037,US,US/Eastern,KOSU,69.1,23.36869565217391,32.0,30.02,10.0,SSW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,17:26:10,2016-03-08,17:56:10,17:53:00
545,A-546,Source2,2,0.01,Accident on Emerald Pkwy Northbound at Coffman Rd. Approach with care.,Coffman Rd,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,69.1,23.36869565217391,32.0,30.02,10.0,SSW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,17:56:35,2016-03-08,18:41:35,17:53:00
546,A-547,Source2,3,0.01,Right lane blocked due to accident on I-71 Northbound at Exit 115 Cooke Rd.,E Cooke Rd,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,69.1,23.36869565217391,32.0,30.02,10.0,SSW,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-08,17:55:00,2016-03-08,21:00:00,17:53:00
547,A-548,Source2,3,0.01,Left lane blocked due to accident on I-70 Eastbound at Exits 107 107A 107B OH-317 Hamilton Rd.,I-70 E,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,66.9,23.36869565217391,31.0,30.03,10.0,SW,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-03-08,18:41:00,2016-03-08,21:00:00,18:51:00
548,A-549,Source2,3,0.01,Accident on I-75 Southbound at Dixie Hwy. Expect delays.,N Napoleon Rd,Lima,Allen,OH,45801,US,US/Eastern,KAOH,57.0,23.36869565217391,64.0,29.97,10.0,South,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-03-09,06:07:45,2016-03-09,06:37:45,05:53:00
549,A-550,Source2,2,0.0,Accident on Elm St at Central Ave.,S Elm St,Dayton,Montgomery,OH,45449-1733,US,US/Eastern,KMGY,55.9,23.36869565217391,64.0,30.03,10.0,South,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2016-03-09,06:42:51,2016-03-09,07:12:51,06:53:00
550,A-551,Source2,2,0.01,Accident on High St at Como Ave. Expect delays.,W Como Ave,Columbus,Franklin,OH,43202-1027,US,US/Eastern,KOSU,55.0,23.36869565217391,64.0,30.05,10.0,South,8.1,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day,2016-03-09,06:50:34,2016-03-09,07:20:34,06:53:00
551,A-552,Source2,3,0.01,One lane blocked due to accident on I-71 Southbound at Exit 113 Silver Dr. Expect delays.,E Weber Rd,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,54.0,23.36869565217391,66.0,30.07,10.0,SSE,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,07:22:35,2016-03-09,07:52:35,07:51:00
552,A-553,Source2,2,0.0,Accident on Liberty Ln at Valley Forge Ct.,Valley Forge Ct,Westerville,Franklin,OH,43081-2731,US,US/Eastern,KCMH,54.0,23.36869565217391,66.0,30.07,10.0,SSE,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,08:13:28,2016-03-09,08:43:28,07:51:00
553,A-554,Source2,3,0.01,Accident on I-270 Outerbelt Northbound at Exits 17A 17B US-33 Columbus Marysville Rd. Expect delays.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,63.0,23.36869565217391,58.0,30.06,10.0,South,13.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,08:39:20,2016-03-09,09:09:20,08:53:00
554,A-555,Source2,2,0.01,Accident on OH-16 Westbound at OH-79. Expect delays.,OH-79,Newark,Licking,OH,43055,US,US/Eastern,KVTA,61.0,23.36869565217391,62.0,30.08,10.0,South,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,08:38:38,2016-03-09,09:08:38,08:54:00
555,A-556,Source2,2,0.01,Accident on Salem Ave at Detroit Ave.,Salem Ave,Dayton,Montgomery,OH,45416-1701,US,US/Eastern,KDAY,64.0,23.36869565217391,58.0,30.06,10.0,SSW,16.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,09:38:42,2016-03-09,10:08:42,09:56:00
556,A-557,Source2,2,0.0,Accident on Falmouth Ave at Siebenthaler Ave.,W Siebenthaler Ave,Dayton,Montgomery,OH,45406-1536,US,US/Eastern,KDAY,64.0,23.36869565217391,58.0,30.06,10.0,SSW,16.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,09:41:18,2016-03-09,10:11:18,09:56:00
557,A-558,Source2,2,0.01,Entry ramp closed due to accident on OH-315 Olentangy Fwy Northbound at Olentangy River Rd.,Olentangy River Rd,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,63.0,23.36869565217391,58.0,30.08,10.0,SSW,13.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,09:40:00,2016-03-09,10:40:00,09:53:00
558,A-559,Source2,2,0.01,Accident on Brown St at Stewart St.,E Stewart St,Dayton,Montgomery,OH,45409-2666,US,US/Eastern,KFFO,66.0,23.36869565217391,54.0,30.08,10.0,SSW,15.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-09,11:27:24,2016-03-09,11:57:24,10:58:00
559,A-560,Source2,2,0.01,Accident on 3rd St at Bank St. Expect delays.,Bank St,Dayton,Montgomery,OH,45402-8401,US,US/Eastern,KFFO,70.2,23.36869565217391,49.0,30.04,10.0,SW,19.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,11:41:23,2016-03-09,12:11:23,11:58:00
560,A-561,Source2,2,0.01,Accident on Wyoming St at Brown St.,Brown St,Dayton,Montgomery,OH,45409-2940,US,US/Eastern,KFFO,70.2,23.36869565217391,49.0,30.04,10.0,SW,19.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-09,11:40:43,2016-03-09,12:10:43,11:58:00
561,A-562,Source2,2,0.01,Accident on OH-48 Far Hills Ave at Whipp Rd.,Far Hills Ave,Dayton,Montgomery,OH,45459-1923,US,US/Eastern,KMGY,70.0,23.36869565217391,47.0,30.03,10.0,SSW,21.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,11:56:56,2016-03-09,12:26:56,11:53:00
562,A-563,Source2,2,0.01,Accident on Keowee St at Helena St.,N Keowee St,Dayton,Montgomery,OH,45404-1546,US,US/Eastern,KFFO,73.0,23.36869565217391,44.0,30.01,10.0,SW,18.4,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,13:55:50,2016-03-09,14:40:50,13:58:00
563,A-564,Source2,2,0.01,Accident on US-35 Eastbound at Keowee St.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,69.8,23.36869565217391,49.0,30.02,7.0,SSW,17.3,Light Rain Showers,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-09,14:28:02,2016-03-09,15:28:02,14:55:00
564,A-565,Source2,2,0.0,Accident on Bartley Rd at Dixie Dr.,N Dixie Dr,Dayton,Montgomery,OH,45414-3309,US,US/Eastern,KDAY,66.9,23.36869565217391,59.0,30.03,9.0,SW,16.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-09,14:47:02,2016-03-09,15:32:02,14:56:00
565,A-566,Source2,2,0.01,Accident on OH-48 Main St at Nottingham Rd.,W Nottingham Rd,Dayton,Montgomery,OH,45405-5210,US,US/Eastern,KDAY,66.9,23.36869565217391,59.0,30.03,9.0,SW,16.1,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-09,15:01:02,2016-03-09,15:46:02,14:56:00
566,A-567,Source2,3,0.01,Lane blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,55.4,23.36869565217391,100.0,30.02,7.0,SSE,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-03-10,05:22:10,2016-03-10,06:07:10,05:12:00
567,A-568,Source2,3,0.01,Accident on I-75 Northbound at Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,57.0,23.36869565217391,89.0,30.0,10.0,South,6.9,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-03-10,06:09:17,2016-03-10,06:39:17,05:53:00
568,A-569,Source2,3,0.01,Two lanes blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike. Expect delays.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,55.9,23.36869565217391,100.0,30.03,10.0,South,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-03-10,06:12:15,2016-03-10,06:42:15,05:56:00
569,A-570,Source2,3,0.01,Accident on I-75 Southbound before Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,59.0,23.36869565217391,87.0,30.0,10.0,SSW,9.2,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:10:04,2016-03-10,07:40:04,06:53:00
570,A-571,Source2,3,0.01,Accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd. Expect delays.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,59.0,23.36869565217391,87.0,30.05,6.0,SSW,9.2,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:22:33,2016-03-10,07:52:33,06:53:00
571,A-572,Source2,2,0.0,Accident on Durwood Rd at Rahn Rd.,Durwood Rd,Dayton,Montgomery,OH,45429-5902,US,US/Eastern,KMGY,59.0,23.36869565217391,87.0,30.0,10.0,SSW,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:35:01,2016-03-10,08:05:01,07:53:00
572,A-573,Source2,2,0.01,Accident on Ridge Ave at Glenwood Ave. Expect delays.,Ridge Ave,Dayton,Montgomery,OH,45405-3844,US,US/Eastern,KDAY,57.9,23.36869565217391,93.0,30.01,7.0,SSW,13.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:41:11,2016-03-10,08:11:11,07:39:00
573,A-574,Source3,3,0.01,Two lanes blocked due to accident on I-75 Southbound at Exit 64 Northwoods Blvd. Expect delays.,Northwoods Blvd,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,57.9,23.36869565217391,93.0,30.01,7.0,SSW,13.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:42:38,2016-03-10,08:12:38,07:39:00
574,A-575,Source2,2,0.01,Accident on Alkire Rd at Kunz Rd / Bausch Rd.,Kunz Rd,Galloway,Franklin,OH,43119-9569,US,US/Eastern,KTZR,57.2,23.36869565217391,100.0,30.03,7.0,SSW,11.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,07:56:35,2016-03-10,08:26:35,07:50:00
575,A-576,Source2,2,0.01,Accident on Springfield St Northbound at Harshman Rd. Expect delays.,Harshman Rd,Dayton,Montgomery,OH,45431,US,US/Eastern,KFFO,59.2,23.36869565217391,100.0,30.01,10.0,SSW,11.5,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,08:03:25,2016-03-10,08:33:25,07:58:00
576,A-577,Source2,2,0.01,Accident on OH-132 State Route 132 at OH-32 State Route 32. Expect delays.,State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,60.1,23.36869565217391,93.0,30.02,10.0,SSW,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,08:12:38,2016-03-10,08:42:38,08:13:00
577,A-578,Source2,3,0.01,Accident on I-270 Outerbelt Northbound at Exit 26 I-71.,Outerbelt W,Columbus,Franklin,OH,43085,US,US/Eastern,KOSU,57.2,23.36869565217391,100.0,30.01,10.0,South,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,08:48:10,2016-03-10,09:18:10,08:49:00
578,A-579,Source2,3,0.01,Accident on I-70 Westbound at Exit 103B Alum Creek Dr. Expect delays.,East Fwy W,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,59.0,23.36869565217391,93.0,30.03,10.0,SSW,9.2,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,09:32:41,2016-03-10,10:02:41,09:51:00
579,A-580,Source2,2,0.01,Accident on Gettysburg Ave at Prescott Ave.,Prescott Ave,Dayton,Montgomery,OH,45406-2435,US,US/Eastern,KDAY,57.9,23.36869565217391,100.0,30.03,1.2,SSW,13.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-10,09:36:26,2016-03-10,10:06:26,09:16:00
580,A-581,Source2,2,0.01,Accident on Riverside Dr at Ridge Ave.,Ridge Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,57.9,23.36869565217391,100.0,30.01,1.8,SW,9.2,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-10,09:37:25,2016-03-10,10:07:25,09:56:00
581,A-582,Source2,2,0.0,Accident on Saint Joseph Ave at Wyoming St.,Wyoming St,Dayton,Montgomery,OH,45410-2206,US,US/Eastern,KFFO,59.0,23.36869565217391,100.0,30.01,2.5,SSW,15.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,09:36:50,2016-03-10,10:06:50,09:45:00
582,A-583,Source2,2,0.01,Accident on Austin Blvd at Springboro Pike.,Austin Blvd,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,59.0,23.36869565217391,90.0,30.01,6.0,SSW,8.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-10,10:00:50,2016-03-10,10:30:50,09:53:00
583,A-584,Source2,2,0.0,Accident on Valleycrest Dr at Valley St.,Valleycrest Dr,Dayton,Montgomery,OH,45404-2219,US,US/Eastern,KFFO,60.8,23.36869565217391,100.0,30.01,2.8,SSW,10.4,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,10:33:46,2016-03-10,11:03:46,10:38:00
584,A-585,Source2,2,0.01,Accident on OH-4 Keowee St at OH-4 Valley St.,N Keowee St,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,59.9,23.36869565217391,100.0,30.02,2.8,South,10.4,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,11:08:43,2016-03-10,11:38:43,10:58:00
585,A-586,Source2,3,0.01,Accident on I-71 Northbound at Exit 75 OH-38 State Route 38.,State Route 38 NE,Bloomingburg,Fayette,OH,43106,US,US/Eastern,KILN,60.1,23.36869565217391,90.0,30.03,1.8,SW,13.8,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,11:29:29,2016-03-10,11:59:29,11:35:00
586,A-587,Source2,3,0.01,Lane blocked on exit ramp due to accident on I-270 Outerbelt Southbound at Exit 8 I-70.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,59.0,23.36869565217391,94.0,30.02,5.0,SW,6.9,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,11:27:00,2016-03-10,15:00:00,11:50:00
587,A-588,Source2,2,0.0,Accident on Radio Rd at Wright Ave.,N Wright Ave,Dayton,Montgomery,OH,45403-1639,US,US/Eastern,KFFO,60.8,23.36869565217391,100.0,29.98,4.0,SW,11.5,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,13:25:31,2016-03-10,14:10:31,13:32:00
588,A-589,Source2,3,0.01,Accident on I-70 at Exit 97 US-40 Broad St.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,60.8,23.36869565217391,94.0,29.99,2.0,SW,9.2,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,14:44:12,2016-03-10,15:29:12,14:50:00
589,A-590,Source2,3,0.01,Accident on I-75 Northbound at Exit 56 Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,60.8,23.36869565217391,100.0,29.99,2.5,SW,6.9,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,15:02:15,2016-03-10,16:02:15,14:58:00
590,A-591,Source2,2,0.0,Accident on Hazel St at Circle Dr.,Circle Dr,Gallipolis,Gallia,OH,45631-8657,US,US/Eastern,K3I2,66.0,66.0,70.0,29.17,10.0,W,5.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,15:29:46,2016-03-10,15:59:46,15:30:00
591,A-592,Source2,2,0.01,Accident on Wayne Ave at Anderson St.,Anderson St,Dayton,Montgomery,OH,45410-2101,US,US/Eastern,KFFO,60.8,23.36869565217391,100.0,29.96,2.0,WSW,5.8,Light Rain,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-03-10,16:14:42,2016-03-10,16:59:42,16:18:00
592,A-593,Source2,3,0.01,Accident on I-670 Westbound at Exits 4C 5 5A 5B I-71 Innerbelt.,I-670 W,Columbus,Franklin,OH,43203,US,US/Eastern,KCMH,60.1,23.36869565217391,90.0,29.98,5.0,SW,12.7,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,15:57:41,2016-03-10,16:43:47,15:51:00
593,A-594,Source2,3,0.01,Accident on I-75 Northbound at Exit 41 Austin Blvd.,I-75 S,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,60.1,23.36869565217391,93.0,29.96,2.0,SSW,6.9,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,16:41:06,2016-03-10,17:26:06,16:35:00
594,A-595,Source2,2,0.01,Left lane blocked due to accident on OH-104 Frank Refugee Expy Eastbound at Alum Creek Dr.,Frank Refugee Expy,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,58.5,23.36869565217391,99.0,29.98,5.0,SW,5.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,18:08:00,2016-03-10,23:59:00,18:15:00
595,A-596,Source2,3,0.01,Right lane blocked due to accident on I-75 Southbound at Exit 56 Stanley Ave.,I-75 S,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,57.6,23.36869565217391,100.0,30.02,2.5,North,11.5,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-10,18:34:00,2016-03-10,23:00:00,18:58:00
596,A-597,Source2,2,0.01,Accident on US-23 High St Northbound at US-23 High St.,S High St,Lockbourne,Franklin,OH,43137-9212,US,US/Eastern,KLCK,58.6,23.36869565217391,98.0,30.0,5.0,West,9.2,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-03-10,19:17:46,2016-03-10,19:47:46,19:15:00
597,A-598,Source2,2,0.01,Delays due to accident and traffic signal failure on US-23 High St both ways at OH-665 Jackson St.,S High St,Lockbourne,Franklin,OH,43137,US,US/Eastern,KLCK,56.5,23.36869565217391,95.0,30.03,10.0,North,9.2,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016-03-10,20:21:40,2016-03-10,20:51:40,20:15:00
598,A-599,Source2,2,0.01,Accident on US-33 Long St at Neil Ave. Expect delays.,Neil Ave,Columbus,Franklin,OH,43215-2362,US,US/Eastern,KCMH,46.9,23.36869565217391,80.0,30.19,8.0,NNE,10.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016-03-11,05:06:12,2016-03-11,05:36:12,04:51:00
599,A-600,Source2,3,0.01,Left hand shoulder blocked due to accident on I-70 Eastbound at Exit 94 Wilson Rd.,N Wilson Rd,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,44.6,40.7,93.0,30.28,10.0,NNE,6.9,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,07:22:54,2016-03-11,07:52:54,07:15:00
600,A-601,Source2,2,0.01,Accident on OH-2 Eastbound at I-90. Expect delays.,OH-2 W,Elyria,Lorain,OH,44035,US,US/Eastern,KLPR,37.0,30.4,89.0,30.33,10.0,NE,9.2,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-03-11,07:28:06,2016-03-11,07:58:06,07:33:00
